Date,Close
2/13/2020 16:00:00,4.16
2/14/2020 16:00:00,4.31
2/18/2020 16:00:00,4.22
2/19/2020 16:00:00,4.23
2/20/2020 16:00:00,4.26
2/21/2020 16:00:00,4.14
2/24/2020 16:00:00,3.92
2/25/2020 16:00:00,3.83
2/26/2020 16:00:00,3.82
2/27/2020 16:00:00,3.5
2/28/2020 16:00:00,3.66
3/2/2020 16:00:00,3.5
3/3/2020 16:00:00,3.32
3/4/2020 16:00:00,3.59
3/5/2020 16:00:00,3.35
3/6/2020 16:00:00,3.15
3/9/2020 16:00:00,2.84
3/10/2020 16:00:00,2.94
3/11/2020 16:00:00,2.7
3/12/2020 16:00:00,2.19
3/13/2020 16:00:00,2.25
3/16/2020 16:00:00,2.15
3/17/2020 16:00:00,2.16
3/18/2020 16:00:00,2.13
3/19/2020 16:00:00,2.36
3/20/2020 16:00:00,2.51
3/23/2020 16:00:00,2.54
3/24/2020 16:00:00,2.7
3/25/2020 16:00:00,2.93
3/26/2020 16:00:00,3.32
3/27/2020 16:00:00,3.29
3/30/2020 16:00:00,3.08
3/31/2020 16:00:00,3.06
4/1/2020 16:00:00,2.86
4/2/2020 16:00:00,2.89
4/3/2020 16:00:00,2.82
4/6/2020 16:00:00,3
4/7/2020 16:00:00,3.04
4/8/2020 16:00:00,3.19
4/9/2020 16:00:00,3.2
4/13/2020 16:00:00,3.47
4/14/2020 16:00:00,3.64
4/15/2020 16:00:00,3.77
4/16/2020 16:00:00,3.57
4/17/2020 16:00:00,3.6
4/20/2020 16:00:00,3.44
4/21/2020 16:00:00,3.29
4/22/2020 16:00:00,3.28
4/23/2020 16:00:00,3.4
4/24/2020 16:00:00,3.54
4/27/2020 16:00:00,3.74
4/28/2020 16:00:00,3.63
4/29/2020 16:00:00,3.67
4/30/2020 16:00:00,3.59
5/1/2020 16:00:00,3.39
5/4/2020 16:00:00,3.56
5/5/2020 16:00:00,3.6
5/6/2020 16:00:00,3.64
5/7/2020 16:00:00,3.69
5/8/2020 16:00:00,3.44
5/11/2020 16:00:00,3.26
5/12/2020 16:00:00,3.19
5/13/2020 16:00:00,2.96
5/14/2020 16:00:00,3.02
5/15/2020 16:00:00,3.36
5/18/2020 16:00:00,3.58
5/19/2020 16:00:00,3.54
5/20/2020 16:00:00,3.63
5/21/2020 16:00:00,3.95
5/22/2020 16:00:00,4.04
5/26/2020 16:00:00,4.22
5/27/2020 16:00:00,4.19
5/28/2020 16:00:00,4.31
5/29/2020 16:00:00,4.23
6/1/2020 16:00:00,4.44
6/2/2020 16:00:00,4.5
6/3/2020 16:00:00,4.46
6/4/2020 16:00:00,4.44
6/5/2020 16:00:00,4.39
6/8/2020 16:00:00,4.98
6/9/2020 16:00:00,5.06
6/10/2020 16:00:00,4.92
6/11/2020 16:00:00,4.24
6/12/2020 16:00:00,4.33
6/15/2020 16:00:00,4.48
6/16/2020 16:00:00,4.48
6/17/2020 16:00:00,4.36
6/18/2020 16:00:00,4.49
6/19/2020 16:00:00,4.44
6/22/2020 16:00:00,4.45
6/23/2020 16:00:00,4.43
6/24/2020 16:00:00,4.28
6/25/2020 16:00:00,4.23
6/26/2020 16:00:00,4.07
6/29/2020 16:00:00,4.29
6/30/2020 16:00:00,4.29
7/1/2020 16:00:00,4.36
7/2/2020 16:00:00,4.3
7/6/2020 16:00:00,4.38
7/7/2020 16:00:00,4.33
7/8/2020 16:00:00,4.31
7/9/2020 16:00:00,4.19
7/10/2020 16:00:00,4.3
7/13/2020 16:00:00,4.68
7/14/2020 16:00:00,4.71
7/15/2020 16:00:00,5.07
7/16/2020 16:00:00,5.07
7/17/2020 16:00:00,5.1
7/20/2020 16:00:00,5.18
7/21/2020 16:00:00,5.23
7/22/2020 16:00:00,5.15
7/23/2020 16:00:00,5.13
7/24/2020 16:00:00,5.11
7/27/2020 16:00:00,5.74
7/28/2020 16:00:00,6
7/29/2020 16:00:00,4.85
7/30/2020 16:00:00,4.92
7/31/2020 16:00:00,4.78
8/3/2020 16:00:00,4.91
8/4/2020 16:00:00,4.89
8/5/2020 16:00:00,4.81
8/6/2020 16:00:00,4.66
8/7/2020 16:00:00,4.47
8/10/2020 16:00:00,4.63
8/11/2020 16:00:00,4.45
8/12/2020 16:00:00,4.51
8/13/2020 16:00:00,4.65
8/14/2020 16:00:00,4.49
8/17/2020 16:00:00,4.59
8/18/2020 16:00:00,4.67
8/19/2020 16:00:00,4.63
8/20/2020 16:00:00,4.57
8/21/2020 16:00:00,4.48
8/24/2020 16:00:00,4.55
8/25/2020 16:00:00,4.58
8/26/2020 16:00:00,4.57
8/27/2020 16:00:00,4.57
8/28/2020 16:00:00,4.69
8/31/2020 16:00:00,4.87
9/1/2020 16:00:00,4.78
9/2/2020 16:00:00,4.72
9/3/2020 16:00:00,4.7
9/4/2020 16:00:00,4.59
9/8/2020 16:00:00,4.44
9/9/2020 16:00:00,4.51
9/10/2020 16:00:00,4.63
9/11/2020 16:00:00,4.5
9/14/2020 16:00:00,4.65
9/15/2020 16:00:00,4.64
9/16/2020 16:00:00,4.63
9/17/2020 16:00:00,4.66
9/18/2020 16:00:00,4.68
9/21/2020 16:00:00,4.44
9/22/2020 16:00:00,4.54
9/23/2020 16:00:00,4.44
9/24/2020 16:00:00,4.22
9/25/2020 16:00:00,4.23
9/28/2020 16:00:00,4.31
9/29/2020 16:00:00,4.34
9/30/2020 16:00:00,4.43
10/1/2020 16:00:00,4.4
10/2/2020 16:00:00,4.41
10/5/2020 16:00:00,5.03
10/6/2020 16:00:00,4.91
10/7/2020 16:00:00,5.14
10/8/2020 16:00:00,5.67
10/9/2020 16:00:00,5.75
10/12/2020 16:00:00,6.37
10/13/2020 16:00:00,6.1
10/14/2020 16:00:00,5.88
10/15/2020 16:00:00,4.8
10/16/2020 16:00:00,4.65
10/19/2020 16:00:00,4.68
10/20/2020 16:00:00,4.65
10/21/2020 16:00:00,4.68
10/22/2020 16:00:00,4.68
10/23/2020 16:00:00,4.55
10/26/2020 16:00:00,4.57
10/27/2020 16:00:00,4.68
10/28/2020 16:00:00,4.43
10/29/2020 16:00:00,4.49
10/30/2020 16:00:00,4.5
11/2/2020 16:00:00,5.03
11/3/2020 16:00:00,4.99
11/4/2020 16:00:00,4.97
11/5/2020 16:00:00,5.46
11/6/2020 16:00:00,5.5
11/9/2020 16:00:00,5.54
11/10/2020 16:00:00,5.53
11/11/2020 16:00:00,5.55
11/12/2020 16:00:00,5.43
11/13/2020 16:00:00,5.66
11/16/2020 16:00:00,5.8
11/17/2020 16:00:00,6.07
11/18/2020 16:00:00,6.35
11/19/2020 16:00:00,6.12
11/20/2020 16:00:00,6.13
11/23/2020 16:00:00,6.36
11/24/2020 16:00:00,6.85
11/25/2020 16:00:00,7.01
11/27/2020 13:00:00,7.73
11/30/2020 16:00:00,8.38
12/1/2020 16:00:00,7.65
12/2/2020 16:00:00,8.3
12/3/2020 16:00:00,8.42
12/4/2020 16:00:00,8.49
12/7/2020 16:00:00,8.27
12/8/2020 16:00:00,8.42
12/9/2020 16:00:00,8.05
12/10/2020 16:00:00,8.21
12/11/2020 16:00:00,7.97
12/14/2020 16:00:00,7.88
12/15/2020 16:00:00,8.12
12/16/2020 16:00:00,8.05
12/17/2020 16:00:00,7.61
12/18/2020 16:00:00,7.65
12/21/2020 16:00:00,7.21
12/22/2020 16:00:00,7.12
12/23/2020 16:00:00,7.42
12/24/2020 13:00:00,7.13
12/28/2020 16:00:00,6.86
12/29/2020 16:00:00,6.82
12/30/2020 16:00:00,7.06
12/31/2020 16:00:00,6.92
1/4/2021 16:00:00,7.3
1/5/2021 16:00:00,7.5
1/6/2021 16:00:00,8.39
1/7/2021 16:00:00,8.59
1/8/2021 16:00:00,8.57
1/11/2021 16:00:00,9.05
1/12/2021 16:00:00,9.43
1/13/2021 16:00:00,10
1/14/2021 16:00:00,12.11
1/15/2021 16:00:00,12.42
1/19/2021 16:00:00,13.61
1/20/2021 16:00:00,13.07
1/21/2021 16:00:00,12.68
1/22/2021 16:00:00,12.92
1/25/2021 16:00:00,12.01
1/26/2021 16:00:00,12.97
1/27/2021 16:00:00,13.01
1/28/2021 16:00:00,12.96
1/29/2021 16:00:00,12.18
2/1/2021 16:00:00,12.5
2/2/2021 16:00:00,14.74
2/3/2021 16:00:00,16.6
2/4/2021 16:00:00,16.44
2/5/2021 16:00:00,16.67
2/8/2021 16:00:00,18.98
2/9/2021 16:00:00,23.75
2/10/2021 16:00:00,26.3
2/11/2021 16:00:00,16.88
