Date,Close
2/13/2020 16:00:00,381.4
2/14/2020 16:00:00,380.4
2/18/2020 16:00:00,387.78
2/19/2020 16:00:00,386.19
2/20/2020 16:00:00,386
2/21/2020 16:00:00,380.07
2/24/2020 16:00:00,368.7
2/25/2020 16:00:00,360.09
2/26/2020 16:00:00,379.24
2/27/2020 16:00:00,371.71
2/28/2020 16:00:00,369.03
3/2/2020 16:00:00,381.05
3/3/2020 16:00:00,368.77
3/4/2020 16:00:00,383.79
3/5/2020 16:00:00,372.78
3/6/2020 16:00:00,368.97
3/9/2020 16:00:00,346.49
3/10/2020 16:00:00,364.13
3/11/2020 16:00:00,349.92
3/12/2020 16:00:00,315.25
3/13/2020 16:00:00,336.3
3/16/2020 16:00:00,298.84
3/17/2020 16:00:00,319.75
3/18/2020 16:00:00,315.47
3/19/2020 16:00:00,332.03
3/20/2020 16:00:00,332.83
3/23/2020 16:00:00,360.27
3/24/2020 16:00:00,357.32
3/25/2020 16:00:00,342.39
3/26/2020 16:00:00,362.99
3/27/2020 16:00:00,357.12
3/30/2020 16:00:00,370.96
3/31/2020 16:00:00,375.5
4/1/2020 16:00:00,364.08
4/2/2020 16:00:00,370.08
4/3/2020 16:00:00,361.76
4/6/2020 16:00:00,379.96
4/7/2020 16:00:00,372.28
4/8/2020 16:00:00,371.12
4/9/2020 16:00:00,370.72
4/13/2020 16:00:00,396.72
4/14/2020 16:00:00,413.55
4/15/2020 16:00:00,426.75
4/16/2020 16:00:00,439.17
4/17/2020 16:00:00,422.96
4/20/2020 16:00:00,437.49
4/21/2020 16:00:00,433.83
4/22/2020 16:00:00,421.42
4/23/2020 16:00:00,426.7
4/24/2020 16:00:00,424.99
4/27/2020 16:00:00,421.38
4/28/2020 16:00:00,403.83
4/29/2020 16:00:00,411.89
4/30/2020 16:00:00,419.85
5/1/2020 16:00:00,415.27
5/4/2020 16:00:00,428.15
5/5/2020 16:00:00,424.68
5/6/2020 16:00:00,434.26
5/7/2020 16:00:00,436.53
5/8/2020 16:00:00,435.55
5/11/2020 16:00:00,440.52
5/12/2020 16:00:00,431.82
5/13/2020 16:00:00,438.27
5/14/2020 16:00:00,441.95
5/15/2020 16:00:00,454.19
5/18/2020 16:00:00,452.58
5/19/2020 16:00:00,451.04
5/20/2020 16:00:00,447.67
5/21/2020 16:00:00,436.25
5/22/2020 16:00:00,429.32
5/26/2020 16:00:00,414.77
5/27/2020 16:00:00,419.89
5/28/2020 16:00:00,413.44
5/29/2020 16:00:00,419.73
6/1/2020 16:00:00,425.92
6/2/2020 16:00:00,427.31
6/3/2020 16:00:00,421.97
6/4/2020 16:00:00,414.33
6/5/2020 16:00:00,419.6
6/8/2020 16:00:00,419.49
6/9/2020 16:00:00,434.05
6/10/2020 16:00:00,434.48
6/11/2020 16:00:00,425.56
6/12/2020 16:00:00,418.07
6/15/2020 16:00:00,425.5
