Date,Close
2/13/2020 16:00:00,81.22
2/14/2020 16:00:00,81.24
2/18/2020 16:00:00,79.75
2/19/2020 16:00:00,80.91
2/20/2020 16:00:00,80.08
2/21/2020 16:00:00,78.26
2/24/2020 16:00:00,74.55
2/25/2020 16:00:00,72.02
2/26/2020 16:00:00,73.16
2/27/2020 16:00:00,68.38
2/28/2020 16:00:00,68.34
3/2/2020 16:00:00,74.7
3/3/2020 16:00:00,72.33
3/4/2020 16:00:00,75.69
3/5/2020 16:00:00,73.23
3/6/2020 16:00:00,72.26
3/9/2020 16:00:00,66.54
3/10/2020 16:00:00,71.33
3/11/2020 16:00:00,68.86
3/12/2020 16:00:00,62.06
3/13/2020 16:00:00,69.49
3/16/2020 16:00:00,60.55
3/17/2020 16:00:00,63.22
3/18/2020 16:00:00,61.67
3/19/2020 16:00:00,61.2
3/20/2020 16:00:00,57.31
3/23/2020 16:00:00,56.09
3/24/2020 16:00:00,61.72
3/25/2020 16:00:00,61.38
3/26/2020 16:00:00,64.61
3/27/2020 16:00:00,61.94
3/30/2020 16:00:00,63.7
3/31/2020 16:00:00,63.57
4/1/2020 16:00:00,60.23
4/2/2020 16:00:00,61.23
4/3/2020 16:00:00,60.35
4/6/2020 16:00:00,65.62
4/7/2020 16:00:00,64.86
4/8/2020 16:00:00,66.52
4/9/2020 16:00:00,67
4/13/2020 16:00:00,68.31
4/14/2020 16:00:00,71.76
4/15/2020 16:00:00,71.11
4/16/2020 16:00:00,71.67
4/17/2020 16:00:00,70.7
4/20/2020 16:00:00,69.23
4/21/2020 16:00:00,67.09
4/22/2020 16:00:00,69.03
4/23/2020 16:00:00,68.76
4/24/2020 16:00:00,70.74
4/27/2020 16:00:00,70.79
4/28/2020 16:00:00,69.65
4/29/2020 16:00:00,71.93
4/30/2020 16:00:00,73.45
5/1/2020 16:00:00,72.27
5/4/2020 16:00:00,73.29
5/5/2020 16:00:00,74.39
5/6/2020 16:00:00,75.16
5/7/2020 16:00:00,75.94
5/8/2020 16:00:00,77.53
5/11/2020 16:00:00,78.75
5/12/2020 16:00:00,77.85
5/13/2020 16:00:00,76.91
5/14/2020 16:00:00,77.39
5/15/2020 16:00:00,76.93
5/18/2020 16:00:00,78.74
5/19/2020 16:00:00,78.29
5/20/2020 16:00:00,79.81
5/21/2020 16:00:00,79.21
5/22/2020 16:00:00,79.72
5/26/2020 16:00:00,79.18
5/27/2020 16:00:00,79.53
5/28/2020 16:00:00,79.56
5/29/2020 16:00:00,79.49
6/1/2020 16:00:00,80.46
6/2/2020 16:00:00,80.83
6/3/2020 16:00:00,81.28
6/4/2020 16:00:00,80.58
6/5/2020 16:00:00,82.88
6/8/2020 16:00:00,83.37
6/9/2020 16:00:00,86
6/10/2020 16:00:00,88.21
6/11/2020 16:00:00,83.98
6/12/2020 16:00:00,84.7
6/15/2020 16:00:00,85.75
6/16/2020 16:00:00,88.02
6/17/2020 16:00:00,87.9
6/18/2020 16:00:00,87.93
6/19/2020 16:00:00,87.43
6/22/2020 16:00:00,89.72
6/23/2020 16:00:00,91.63
6/24/2020 16:00:00,90.02
6/25/2020 16:00:00,91.21
6/26/2020 16:00:00,88.41
6/29/2020 16:00:00,90.45
6/30/2020 16:00:00,91.2
7/1/2020 16:00:00,91.03
7/2/2020 16:00:00,91.03
7/6/2020 16:00:00,93.46
7/7/2020 16:00:00,93.17
7/8/2020 16:00:00,95.34
7/9/2020 16:00:00,95.68
7/10/2020 16:00:00,95.92
7/13/2020 16:00:00,95.48
7/14/2020 16:00:00,97.06
7/15/2020 16:00:00,97.73
7/16/2020 16:00:00,96.52
7/17/2020 16:00:00,96.33
7/20/2020 16:00:00,98.36
7/21/2020 16:00:00,97
7/22/2020 16:00:00,97.27
7/23/2020 16:00:00,92.85
7/24/2020 16:00:00,92.62
7/27/2020 16:00:00,94.81
7/28/2020 16:00:00,93.25
7/29/2020 16:00:00,95.04
7/30/2020 16:00:00,96.19
7/31/2020 16:00:00,106.26
8/3/2020 16:00:00,108.94
8/4/2020 16:00:00,109.67
8/5/2020 16:00:00,110.06
8/6/2020 16:00:00,113.9
8/7/2020 16:00:00,111.11
8/10/2020 16:00:00,112.73
8/11/2020 16:00:00,109.38
8/12/2020 16:00:00,113.01
8/13/2020 16:00:00,115.01
8/14/2020 16:00:00,114.91
8/17/2020 16:00:00,114.61
8/18/2020 16:00:00,115.56
8/19/2020 16:00:00,115.71
8/20/2020 16:00:00,118.28
8/21/2020 16:00:00,124.37
8/24/2020 16:00:00,125.86
8/25/2020 16:00:00,124.83
8/26/2020 16:00:00,126.52
8/27/2020 16:00:00,125.01
8/28/2020 16:00:00,124.81
8/31/2020 16:00:00,129.04
9/1/2020 16:00:00,134.18
9/2/2020 16:00:00,131.4
9/3/2020 16:00:00,120.88
9/4/2020 16:00:00,120.96
9/8/2020 16:00:00,112.82
9/9/2020 16:00:00,117.32
9/10/2020 16:00:00,113.49
9/11/2020 16:00:00,112
9/14/2020 16:00:00,115.36
9/15/2020 16:00:00,115.54
9/16/2020 16:00:00,112.13
9/17/2020 16:00:00,110.34
9/18/2020 16:00:00,106.84
9/21/2020 16:00:00,110.08
9/22/2020 16:00:00,111.81
9/23/2020 16:00:00,107.12
9/24/2020 16:00:00,108.22
9/25/2020 16:00:00,112.28
9/28/2020 16:00:00,114.96
9/29/2020 16:00:00,114.09
9/30/2020 16:00:00,115.81
10/1/2020 16:00:00,116.79
10/2/2020 16:00:00,113.02
10/5/2020 16:00:00,116.5
10/6/2020 16:00:00,113.16
10/7/2020 16:00:00,115.08
10/8/2020 16:00:00,114.97
10/9/2020 16:00:00,116.97
10/12/2020 16:00:00,124.4
10/13/2020 16:00:00,121.1
10/14/2020 16:00:00,121.19
10/15/2020 16:00:00,120.71
10/16/2020 16:00:00,119.02
10/19/2020 16:00:00,115.98
10/20/2020 16:00:00,117.51
10/21/2020 16:00:00,116.87
10/22/2020 16:00:00,115.75
10/23/2020 16:00:00,115.04
10/26/2020 16:00:00,115.05
10/27/2020 16:00:00,116.6
10/28/2020 16:00:00,111.2
10/29/2020 16:00:00,115.32
10/30/2020 16:00:00,108.86
11/2/2020 16:00:00,108.77
11/3/2020 16:00:00,110.44
11/4/2020 16:00:00,114.95
11/5/2020 16:00:00,119.03
11/6/2020 16:00:00,118.69
11/9/2020 16:00:00,116.32
11/10/2020 16:00:00,115.97
11/11/2020 16:00:00,119.49
11/12/2020 16:00:00,119.21
11/13/2020 16:00:00,119.26
11/16/2020 16:00:00,120.3
11/17/2020 16:00:00,119.39
11/18/2020 16:00:00,118.03
11/19/2020 16:00:00,118.64
11/20/2020 16:00:00,117.34
11/23/2020 16:00:00,113.85
11/24/2020 16:00:00,115.17
11/25/2020 16:00:00,116.03
11/27/2020 13:00:00,116.59
11/30/2020 16:00:00,119.05
12/1/2020 16:00:00,122.72
12/2/2020 16:00:00,123.08
12/3/2020 16:00:00,122.94
12/4/2020 16:00:00,122.25
12/7/2020 16:00:00,123.75
12/8/2020 16:00:00,124.38
12/9/2020 16:00:00,121.78
12/10/2020 16:00:00,123.24
12/11/2020 16:00:00,122.41
12/14/2020 16:00:00,121.78
12/15/2020 16:00:00,127.88
12/16/2020 16:00:00,127.81
12/17/2020 16:00:00,128.7
12/18/2020 16:00:00,126.66
12/21/2020 16:00:00,128.23
12/22/2020 16:00:00,131.88
12/23/2020 16:00:00,130.96
12/24/2020 13:00:00,131.97
12/28/2020 16:00:00,136.69
12/29/2020 16:00:00,134.87
12/30/2020 16:00:00,133.72
12/31/2020 16:00:00,132.69
1/4/2021 16:00:00,129.41
1/5/2021 16:00:00,131.01
1/6/2021 16:00:00,126.6
1/7/2021 16:00:00,130.92
1/8/2021 16:00:00,132.05
1/11/2021 16:00:00,128.98
1/12/2021 16:00:00,128.8
1/13/2021 16:00:00,130.89
1/14/2021 16:00:00,128.91
1/15/2021 16:00:00,127.14
1/19/2021 16:00:00,127.83
1/20/2021 16:00:00,132.03
1/21/2021 16:00:00,136.87
1/22/2021 16:00:00,139.07
1/25/2021 16:00:00,142.92
1/26/2021 16:00:00,143.16
1/27/2021 16:00:00,142.06
1/28/2021 16:00:00,137.09
1/29/2021 16:00:00,131.96
2/1/2021 16:00:00,134.14
2/2/2021 16:00:00,134.99
2/3/2021 16:00:00,133.94
2/4/2021 16:00:00,137.39
2/5/2021 16:00:00,136.76
2/8/2021 16:00:00,136.91
2/9/2021 16:00:00,136.01
2/10/2021 16:00:00,135.39
2/11/2021 16:00:00,135.13
